,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
198,Female,Loyal Customer,51,Business travel,Business,2344,2,2,2,2,3,4,5,3,3,3,3,3,3,3,0,0.0,satisfied
199,Male,disloyal Customer,25,Business travel,Business,296,0,0,0,3,2,0,2,2,4,4,4,5,5,2,0,0.0,satisfied
200,Female,Loyal Customer,39,Personal Travel,Eco,1005,1,4,2,3,2,1,5,5,2,4,5,5,4,5,168,163.0,neutral or dissatisfied
201,Female,Loyal Customer,46,Business travel,Business,580,3,3,3,3,3,5,4,4,4,4,4,3,4,5,18,16.0,satisfied
202,Male,Loyal Customer,53,Business travel,Eco,359,1,3,3,3,1,1,1,1,1,2,3,4,4,1,0,0.0,neutral or dissatisfied
203,Female,Loyal Customer,61,Personal Travel,Eco,1217,0,4,0,1,5,5,5,4,4,0,4,4,4,4,0,0.0,satisfied
204,Female,Loyal Customer,61,Business travel,Eco Plus,384,4,5,5,5,3,3,2,4,4,4,4,3,4,5,96,102.0,satisfied
205,Male,Loyal Customer,16,Personal Travel,Eco,2586,3,5,3,4,4,3,4,4,5,2,4,5,4,4,45,42.0,neutral or dissatisfied
206,Female,Loyal Customer,44,Business travel,Business,2903,2,1,1,1,2,3,3,2,2,2,2,3,2,1,0,1.0,neutral or dissatisfied
207,Female,Loyal Customer,17,Business travel,Business,3170,5,5,5,5,5,5,5,5,1,3,3,1,5,5,16,0.0,satisfied
208,Female,Loyal Customer,50,Business travel,Eco,1276,2,2,2,2,4,2,3,2,2,2,2,1,2,1,35,49.0,neutral or dissatisfied
209,Female,disloyal Customer,40,Business travel,Business,825,4,4,4,3,5,4,5,5,5,3,4,3,5,5,0,4.0,satisfied
210,Male,Loyal Customer,47,Business travel,Business,2204,5,5,5,5,4,4,4,2,2,2,2,4,2,3,6,0.0,satisfied
211,Female,Loyal Customer,80,Business travel,Business,3464,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
212,Female,Loyal Customer,38,Personal Travel,Eco,562,5,3,5,3,4,5,4,4,1,1,3,4,3,4,0,0.0,satisfied
213,Male,Loyal Customer,31,Personal Travel,Eco,404,5,1,5,3,3,5,3,3,4,2,4,4,4,3,0,0.0,satisfied
214,Male,Loyal Customer,59,Business travel,Business,1199,4,2,2,2,5,4,4,4,4,4,4,3,4,1,0,15.0,neutral or dissatisfied
215,Female,Loyal Customer,22,Business travel,Business,1968,4,4,4,4,4,4,4,4,1,2,3,4,4,4,0,0.0,neutral or dissatisfied
216,Female,Loyal Customer,53,Business travel,Business,2560,5,5,5,5,5,4,5,3,3,3,3,3,3,3,0,3.0,satisfied
217,Female,Loyal Customer,56,Business travel,Eco Plus,308,4,2,2,2,5,3,4,4,4,4,4,5,4,2,0,0.0,satisfied
218,Female,Loyal Customer,48,Personal Travel,Eco,362,4,4,5,3,2,4,5,3,3,5,3,5,3,4,0,0.0,neutral or dissatisfied
219,Male,disloyal Customer,38,Business travel,Business,1562,3,3,3,5,2,3,2,2,5,2,5,3,4,2,2,25.0,neutral or dissatisfied
220,Male,Loyal Customer,64,Personal Travel,Eco,129,1,0,1,2,1,1,1,1,3,2,5,4,4,1,13,9.0,neutral or dissatisfied
221,Male,Loyal Customer,67,Personal Travel,Eco,591,2,4,2,3,5,2,3,5,4,4,4,3,5,5,0,0.0,neutral or dissatisfied
222,Female,Loyal Customer,62,Business travel,Business,3692,2,2,4,2,3,4,2,4,4,4,4,1,4,2,0,0.0,satisfied
223,Male,Loyal Customer,57,Business travel,Business,1859,1,1,1,1,2,5,5,4,4,4,4,5,4,5,16,15.0,satisfied
224,Female,disloyal Customer,27,Business travel,Eco,986,2,1,1,3,1,2,1,1,1,5,1,1,3,1,24,32.0,neutral or dissatisfied
225,Female,disloyal Customer,25,Business travel,Eco,1024,1,1,1,3,5,1,5,5,1,4,4,1,4,5,13,11.0,neutral or dissatisfied
226,Female,Loyal Customer,52,Business travel,Eco,919,3,4,4,4,3,2,2,3,3,3,3,1,3,1,85,72.0,neutral or dissatisfied
227,Female,Loyal Customer,45,Business travel,Eco Plus,576,4,2,2,2,3,1,3,4,4,4,4,5,4,2,0,0.0,satisfied
228,Female,disloyal Customer,23,Business travel,Eco,423,3,3,3,3,1,3,1,1,2,2,3,3,3,1,6,13.0,neutral or dissatisfied
229,Male,Loyal Customer,55,Business travel,Eco,1416,5,2,2,2,5,5,5,5,4,3,5,2,5,5,1,0.0,satisfied
230,Male,Loyal Customer,53,Business travel,Business,1464,3,2,2,2,5,4,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
231,Female,Loyal Customer,9,Personal Travel,Eco,715,4,4,4,3,1,4,1,1,5,4,4,4,4,1,11,4.0,satisfied
232,Male,Loyal Customer,33,Business travel,Business,541,2,2,3,2,4,4,4,4,5,2,5,3,4,4,86,85.0,satisfied
233,Male,disloyal Customer,64,Business travel,Business,293,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,0.0,neutral or dissatisfied
234,Female,disloyal Customer,8,Business travel,Eco,2092,2,3,3,3,4,2,4,4,4,3,3,3,3,4,26,23.0,neutral or dissatisfied
235,Male,Loyal Customer,34,Personal Travel,Eco,1053,4,4,4,1,3,4,3,3,3,2,5,3,5,3,34,15.0,neutral or dissatisfied
236,Male,Loyal Customer,59,Personal Travel,Eco,2521,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2.0,neutral or dissatisfied
237,Female,Loyal Customer,13,Business travel,Business,2544,3,1,3,3,3,3,3,3,4,3,4,3,3,3,0,0.0,neutral or dissatisfied
238,Male,Loyal Customer,44,Personal Travel,Eco,158,4,4,4,2,2,4,2,2,2,5,1,4,5,2,0,0.0,neutral or dissatisfied
239,Male,Loyal Customer,54,Business travel,Business,1741,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
240,Male,Loyal Customer,36,Business travel,Business,2651,4,4,4,4,3,4,4,5,5,5,5,5,5,3,10,0.0,satisfied
241,Female,Loyal Customer,11,Personal Travel,Eco,760,3,5,3,1,5,3,5,5,3,5,5,4,4,5,102,88.0,neutral or dissatisfied
242,Female,Loyal Customer,32,Personal Travel,Eco,1036,1,5,1,2,5,1,5,5,5,5,5,5,4,5,12,9.0,neutral or dissatisfied
243,Male,Loyal Customer,42,Business travel,Eco,2586,1,3,3,3,1,1,1,3,5,2,3,1,4,1,0,0.0,neutral or dissatisfied
244,Female,disloyal Customer,27,Business travel,Eco,1081,1,1,1,4,2,1,2,2,1,5,3,3,1,2,4,0.0,neutral or dissatisfied
245,Male,Loyal Customer,33,Personal Travel,Eco,646,2,4,2,3,3,2,3,3,4,1,3,2,5,3,1,0.0,neutral or dissatisfied
246,Female,Loyal Customer,28,Business travel,Business,308,1,3,3,3,1,1,1,1,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
247,Male,Loyal Customer,44,Personal Travel,Eco,227,4,5,0,1,2,0,2,2,3,4,4,5,5,2,0,0.0,satisfied
248,Male,disloyal Customer,49,Business travel,Eco,1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28.0,neutral or dissatisfied
249,Male,Loyal Customer,59,Business travel,Business,2176,2,3,2,2,3,5,2,5,5,5,5,4,5,4,5,0.0,satisfied
250,Male,disloyal Customer,20,Business travel,Business,271,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,0.0,satisfied
251,Female,Loyal Customer,46,Business travel,Business,1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
252,Male,Loyal Customer,36,Business travel,Eco,325,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,0.0,satisfied
253,Female,Loyal Customer,62,Business travel,Business,3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16.0,satisfied
254,Male,Loyal Customer,59,Business travel,Business,1491,3,3,3,3,2,4,4,3,3,2,3,4,3,3,15,14.0,satisfied
255,Female,Loyal Customer,29,Personal Travel,Eco,331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0.0,neutral or dissatisfied
256,Female,disloyal Customer,41,Business travel,Business,371,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,30.0,neutral or dissatisfied
257,Male,Loyal Customer,7,Personal Travel,Eco,727,1,5,1,3,4,1,4,4,4,1,1,5,4,4,0,0.0,neutral or dissatisfied
258,Female,Loyal Customer,65,Personal Travel,Business,1249,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,44.0,neutral or dissatisfied
259,Male,Loyal Customer,50,Business travel,Business,2614,2,2,2,2,5,4,4,2,4,4,2,4,2,4,0,9.0,satisfied
260,Female,Loyal Customer,20,Business travel,Eco,951,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,41.0,neutral or dissatisfied
261,Female,Loyal Customer,58,Business travel,Business,2498,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
262,Female,Loyal Customer,45,Personal Travel,Eco Plus,545,2,5,2,2,4,1,1,2,2,2,4,4,2,3,14,20.0,neutral or dissatisfied
263,Male,Loyal Customer,46,Personal Travel,Eco Plus,1838,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0,0.0,neutral or dissatisfied
264,Female,Loyal Customer,43,Business travel,Business,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,7.0,satisfied
265,Male,disloyal Customer,26,Business travel,Business,280,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,6.0,neutral or dissatisfied
266,Male,Loyal Customer,41,Business travel,Eco Plus,641,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,0.0,satisfied
267,Female,Loyal Customer,50,Personal Travel,Eco,488,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,0.0,neutral or dissatisfied
268,Male,Loyal Customer,38,Personal Travel,Business,1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0.0,neutral or dissatisfied
269,Female,disloyal Customer,38,Business travel,Eco,1062,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0.0,neutral or dissatisfied
270,Female,Loyal Customer,55,Business travel,Business,2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3.0,satisfied
271,Female,Loyal Customer,49,Business travel,Business,679,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,71.0,satisfied
272,Male,disloyal Customer,33,Business travel,Business,423,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,5.0,neutral or dissatisfied
273,Female,Loyal Customer,57,Business travel,Business,4817,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19.0,satisfied
274,Female,Loyal Customer,35,Business travel,Business,3833,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,3.0,satisfied
275,Female,Loyal Customer,40,Business travel,Business,2559,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
276,Female,disloyal Customer,37,Business travel,Eco Plus,373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0.0,neutral or dissatisfied
277,Female,Loyal Customer,52,Personal Travel,Eco,2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79.0,neutral or dissatisfied
278,Male,Loyal Customer,41,Business travel,Eco,862,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0.0,satisfied
279,Female,Loyal Customer,14,Personal Travel,Eco,666,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,251.0,neutral or dissatisfied
280,Female,Loyal Customer,32,Business travel,Business,759,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,0.0,satisfied
281,Male,Loyal Customer,11,Personal Travel,Eco,2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,151.0,neutral or dissatisfied
282,Male,Loyal Customer,12,Personal Travel,Eco,946,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0.0,neutral or dissatisfied
283,Male,Loyal Customer,41,Business travel,Eco,772,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,0.0,satisfied
284,Female,disloyal Customer,45,Business travel,Business,1011,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,0.0,neutral or dissatisfied
285,Male,disloyal Customer,21,Business travel,Eco,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1.0,neutral or dissatisfied
286,Female,Loyal Customer,31,Business travel,Eco,164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0.0,neutral or dissatisfied
287,Male,Loyal Customer,38,Business travel,Eco,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17.0,satisfied
288,Male,Loyal Customer,40,Business travel,Business,2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38.0,satisfied
289,Male,Loyal Customer,13,Personal Travel,Eco,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0.0,satisfied
290,Female,Loyal Customer,44,Business travel,Business,1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5.0,satisfied
291,Female,Loyal Customer,66,Business travel,Business,2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
292,Female,Loyal Customer,30,Business travel,Eco Plus,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0.0,satisfied
293,Male,Loyal Customer,44,Personal Travel,Eco,1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0.0,neutral or dissatisfied
294,Female,Loyal Customer,53,Business travel,Business,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0.0,satisfied
295,Female,Loyal Customer,37,Business travel,Business,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12.0,satisfied
296,Female,Loyal Customer,39,Personal Travel,Eco,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30.0,neutral or dissatisfied
297,Male,disloyal Customer,29,Business travel,Business,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0.0,neutral or dissatisfied
298,Male,Loyal Customer,38,Business travel,Eco,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65.0,neutral or dissatisfied
299,Male,Loyal Customer,59,Business travel,Business,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0.0,satisfied
300,Male,Loyal Customer,19,Personal Travel,Eco,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65.0,neutral or dissatisfied
301,Female,Loyal Customer,39,Business travel,Business,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4.0,satisfied
302,Male,Loyal Customer,22,Personal Travel,Eco,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10.0,neutral or dissatisfied
303,Male,Loyal Customer,50,Personal Travel,Eco Plus,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10.0,satisfied
304,Male,Loyal Customer,22,Business travel,Eco,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62.0,satisfied
305,Male,Loyal Customer,56,Business travel,Business,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1.0,satisfied
306,Male,Loyal Customer,39,Personal Travel,Eco,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0.0,neutral or dissatisfied
307,Male,Loyal Customer,29,Personal Travel,Eco,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0.0,satisfied
308,Male,Loyal Customer,42,Business travel,Business,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0.0,satisfied
309,Male,Loyal Customer,56,Business travel,Business,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21.0,satisfied
310,Male,Loyal Customer,27,Business travel,Business,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1.0,satisfied
311,Female,disloyal Customer,21,Business travel,Eco,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0.0,neutral or dissatisfied
312,Female,Loyal Customer,42,Business travel,Business,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17.0,satisfied
313,Female,Loyal Customer,48,Business travel,Business,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68.0,satisfied
314,Male,Loyal Customer,53,Business travel,Business,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0.0,satisfied
315,Female,Loyal Customer,64,Personal Travel,Eco,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0.0,neutral or dissatisfied
316,Female,Loyal Customer,49,Personal Travel,Eco,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0.0,neutral or dissatisfied
317,Female,Loyal Customer,49,Business travel,Business,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4.0,satisfied
318,Male,Loyal Customer,23,Personal Travel,Eco Plus,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0.0,neutral or dissatisfied
319,Male,Loyal Customer,50,Business travel,Business,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29.0,neutral or dissatisfied
320,Male,Loyal Customer,51,Personal Travel,Eco Plus,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0.0,neutral or dissatisfied
321,Male,Loyal Customer,34,Business travel,Business,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
322,Female,Loyal Customer,49,Business travel,Business,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40.0,satisfied
323,Female,Loyal Customer,56,Business travel,Eco,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4.0,satisfied
324,Male,Loyal Customer,46,Business travel,Business,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24.0,satisfied
325,Male,Loyal Customer,25,Personal Travel,Eco,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0.0,neutral or dissatisfied
326,Female,Loyal Customer,68,Personal Travel,Eco Plus,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0.0,neutral or dissatisfied
327,Female,Loyal Customer,10,Personal Travel,Eco,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93.0,neutral or dissatisfied
328,Female,Loyal Customer,44,Business travel,Eco,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0.0,satisfied
329,Male,Loyal Customer,61,Personal Travel,Business,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0.0,neutral or dissatisfied
330,Female,Loyal Customer,18,Personal Travel,Eco Plus,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1.0,neutral or dissatisfied
331,Female,Loyal Customer,58,Business travel,Business,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0.0,satisfied
332,Female,Loyal Customer,58,Business travel,Business,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41.0,neutral or dissatisfied
333,Male,Loyal Customer,64,Personal Travel,Eco,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5.0,neutral or dissatisfied
334,Male,Loyal Customer,66,Personal Travel,Business,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0.0,neutral or dissatisfied
335,Female,disloyal Customer,21,Business travel,Business,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12.0,satisfied
336,Male,Loyal Customer,39,Business travel,Business,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0.0,satisfied
337,Male,Loyal Customer,50,Business travel,Business,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232.0,satisfied
338,Female,Loyal Customer,43,Business travel,Eco Plus,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11.0,neutral or dissatisfied
339,Male,Loyal Customer,41,Business travel,Business,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0.0,satisfied
340,Male,Loyal Customer,46,Business travel,Eco,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0.0,satisfied
341,Male,Loyal Customer,41,Business travel,Business,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6.0,satisfied
342,Female,Loyal Customer,31,Business travel,Eco,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0.0,neutral or dissatisfied
343,Female,Loyal Customer,53,Personal Travel,Eco,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13.0,neutral or dissatisfied
344,Female,Loyal Customer,39,Business travel,Business,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0.0,satisfied
345,Female,Loyal Customer,53,Business travel,Business,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156.0,satisfied
346,Male,Loyal Customer,25,Business travel,Eco,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4.0,satisfied
347,Female,disloyal Customer,20,Business travel,Eco,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14.0,neutral or dissatisfied
348,Male,disloyal Customer,46,Business travel,Eco,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0.0,neutral or dissatisfied
349,Male,Loyal Customer,10,Personal Travel,Eco,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0.0,neutral or dissatisfied
350,Female,Loyal Customer,47,Business travel,Business,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0.0,satisfied
351,Male,Loyal Customer,32,Personal Travel,Eco,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0.0,neutral or dissatisfied
352,Female,Loyal Customer,14,Personal Travel,Eco,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12.0,neutral or dissatisfied
353,Female,Loyal Customer,16,Business travel,Business,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0.0,satisfied
354,Female,Loyal Customer,53,Personal Travel,Eco,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0.0,neutral or dissatisfied
355,Male,Loyal Customer,55,Business travel,Business,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0.0,satisfied
356,Female,Loyal Customer,28,Business travel,Business,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0.0,satisfied
357,Female,Loyal Customer,49,Personal Travel,Eco,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0.0,neutral or dissatisfied
358,Male,Loyal Customer,54,Personal Travel,Eco Plus,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0.0,neutral or dissatisfied
359,Female,Loyal Customer,70,Personal Travel,Eco,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0.0,neutral or dissatisfied
360,Female,disloyal Customer,25,Business travel,Eco,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19.0,neutral or dissatisfied
361,Female,Loyal Customer,48,Business travel,Business,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0.0,satisfied
362,Male,Loyal Customer,7,Personal Travel,Eco,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0.0,neutral or dissatisfied
363,Male,Loyal Customer,39,Business travel,Eco,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5.0,neutral or dissatisfied
364,Male,Loyal Customer,79,Business travel,Eco,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0.0,neutral or dissatisfied
365,Female,disloyal Customer,28,Business travel,Business,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0.0,neutral or dissatisfied
366,Male,Loyal Customer,41,Business travel,Business,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38.0,satisfied
367,Female,disloyal Customer,27,Business travel,Eco Plus,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32.0,neutral or dissatisfied
368,Female,Loyal Customer,59,Business travel,Business,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1.0,satisfied
369,Female,Loyal Customer,21,Personal Travel,Eco,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117.0,neutral or dissatisfied
370,Male,Loyal Customer,48,Business travel,Eco,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0.0,satisfied
371,Male,Loyal Customer,53,Business travel,Eco,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0.0,neutral or dissatisfied
372,Female,Loyal Customer,42,Business travel,Business,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0.0,neutral or dissatisfied
373,Female,disloyal Customer,48,Business travel,Eco,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27.0,neutral or dissatisfied
374,Male,Loyal Customer,59,Personal Travel,Eco,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0.0,satisfied
375,Female,Loyal Customer,53,Business travel,Business,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
376,Male,Loyal Customer,24,Personal Travel,Eco,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94.0,neutral or dissatisfied
377,Male,Loyal Customer,56,Personal Travel,Eco,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29.0,neutral or dissatisfied
378,Female,Loyal Customer,42,Business travel,Business,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14.0,satisfied
379,Female,disloyal Customer,24,Business travel,Eco,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0.0,neutral or dissatisfied
380,Male,Loyal Customer,28,Business travel,Business,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0.0,satisfied
381,Female,Loyal Customer,17,Personal Travel,Eco,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0.0,neutral or dissatisfied
382,Male,Loyal Customer,31,Business travel,Eco Plus,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0.0,neutral or dissatisfied
383,Male,Loyal Customer,60,Business travel,Business,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0.0,satisfied
384,Male,disloyal Customer,39,Business travel,Business,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16.0,satisfied
385,Female,Loyal Customer,47,Business travel,Eco,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26.0,satisfied
386,Male,Loyal Customer,60,Business travel,Eco,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16.0,neutral or dissatisfied
387,Male,Loyal Customer,13,Business travel,Business,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0.0,satisfied
388,Male,disloyal Customer,29,Business travel,Business,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51.0,neutral or dissatisfied
389,Female,Loyal Customer,45,Business travel,Business,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
390,Male,Loyal Customer,44,Business travel,Business,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
391,Female,Loyal Customer,50,Business travel,Eco,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11.0,satisfied
392,Female,Loyal Customer,26,Personal Travel,Eco,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93.0,neutral or dissatisfied
393,Female,Loyal Customer,27,Business travel,Business,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0.0,satisfied
394,Male,Loyal Customer,16,Business travel,Business,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0.0,satisfied
395,Female,disloyal Customer,24,Business travel,Eco,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0.0,neutral or dissatisfied
396,Male,disloyal Customer,34,Business travel,Business,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0.0,neutral or dissatisfied
397,Female,Loyal Customer,30,Business travel,Business,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0.0,satisfied
